Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
1932,10310140,Reef_Check,5.1085,115.0699,Pacific,Central Indo-Pacific,7139.11,Exposed,0.1822,53.37,7,5,2016,18.0,Nutrient Indicator Algae,1.88,Population,0.0,303.96,304.98,302.78,297.48,306.79,1.37,2.0,1.3,0.98,0.0,-3.88,3.11,11.0,4.45,21.0,7.0,3.85,2.82,16.16,2.42,0.95,1.37,-6.54,2.75,-1.24,1.0,1.52,6.0,1.0,1.05,1.07,8.72,0.39
1933,10309993,Reef_Check,5.1779,114.7561,Pacific,Central Indo-Pacific,26823.02,Exposed,0.0929,53.3,20,5,2016,12.0,Hard Coral,8.75,Population,0.0,303.71,304.04,302.48,296.89,306.36,1.5,3.0,0.17,1.0,0.0,-3.95,2.51,17.0,5.88,28.0,8.0,7.25,3.08,17.42,2.61,0.05,1.5,-7.09,2.36,-1.5,3.0,0.9,3.0,0.0,1.07,0.7,5.55,0.2
1933,10309993,Reef_Check,5.1779,114.7561,Pacific,Central Indo-Pacific,26823.02,Exposed,0.0929,53.3,20,5,2016,12.0,Nutrient Indicator Algae,3.75,Population,0.0,303.71,304.04,302.48,296.89,306.36,1.5,3.0,0.17,1.0,0.0,-3.95,2.51,17.0,5.88,28.0,8.0,7.25,3.08,17.42,2.61,0.05,1.5,-7.09,2.36,-1.5,3.0,0.9,3.0,0.0,1.07,0.7,5.55,0.2
1934,10309994,Reef_Check,5.1791,114.7572,Pacific,Central Indo-Pacific,25957.2,Exposed,0.0929,53.3,20,5,2016,12.0,Hard Coral,12.5,Population,0.0,303.71,304.04,302.48,296.89,306.36,1.5,3.0,0.17,1.0,0.0,-3.95,2.51,17.0,5.88,28.0,8.0,7.25,3.08,17.42,2.61,0.05,1.5,-7.09,2.36,-1.5,3.0,0.9,3.0,0.0,1.07,0.7,5.55,0.2
1934,10309994,Reef_Check,5.1791,114.7572,Pacific,Central Indo-Pacific,25957.2,Exposed,0.0929,53.3,20,5,2016,12.0,Nutrient Indicator Algae,1.25,Population,0.0,303.71,304.04,302.48,296.89,306.36,1.5,3.0,0.17,1.0,0.0,-3.95,2.51,17.0,5.88,28.0,8.0,7.25,3.08,17.42,2.61,0.05,1.5,-7.09,2.36,-1.5,3.0,0.9,3.0,0.0,1.07,0.7,5.55,0.2
1937,10309989,Reef_Check,5.2088,114.7287,Pacific,Central Indo-Pacific,30139.6,Exposed,0.0845,53.3,20,5,2016,12.0,Hard Coral,18.12,Population,0.0,303.63,303.92,302.41,296.82,306.38,1.49,3.0,0.13,0.98,0.0,-3.87,2.62,13.0,4.65,21.0,8.0,6.17,2.96,14.82,2.7,0.02,1.49,-7.07,2.48,-1.48,4.0,1.25,4.0,0.0,2.17,0.94,7.69,0.32
1937,10309989,Reef_Check,5.2088,114.7287,Pacific,Central Indo-Pacific,30139.6,Exposed,0.0845,53.3,20,5,2016,12.0,Nutrient Indicator Algae,0.62,Population,0.0,303.63,303.92,302.41,296.82,306.38,1.49,3.0,0.13,0.98,0.0,-3.87,2.62,13.0,4.65,21.0,8.0,6.17,2.96,14.82,2.7,0.02,1.49,-7.07,2.48,-1.48,4.0,1.25,4.0,0.0,2.17,0.94,7.69,0.32
1937,10309991,Reef_Check,5.2088,114.7287,Pacific,Central Indo-Pacific,30139.6,Exposed,0.0845,53.3,20,5,2016,12.3,Hard Coral,15.62,Population,0.0,303.63,303.92,302.41,296.82,306.38,1.49,3.0,0.13,0.98,0.0,-3.87,2.62,13.0,4.65,21.0,8.0,6.17,2.96,14.82,2.7,0.02,1.49,-7.07,2.48,-1.48,4.0,1.25,4.0,0.0,2.17,0.94,7.69,0.32
1937,10309991,Reef_Check,5.2088,114.7287,Pacific,Central Indo-Pacific,30139.6,Exposed,0.0845,53.3,20,5,2016,12.3,Nutrient Indicator Algae,0.62,Population,0.0,303.63,303.92,302.41,296.82,306.38,1.49,3.0,0.13,0.98,0.0,-3.87,2.62,13.0,4.65,21.0,8.0,6.17,2.96,14.82,2.7,0.02,1.49,-7.07,2.48,-1.48,4.0,1.25,4.0,0.0,2.17,0.94,7.69,0.32
3011,10317029,Reef_Check,28.4208,34.4574,Red Sea,Western Indo-Pacific,111.93,Sheltered,0.0616,47.94,4,9,2016,10.0,Hard Coral,26.25,Population,0.0,298.81,299.57,297.15,291.73,302.88,2.16,5.0,-0.3,0.94,0.0,-3.5,4.47,24.0,6.67,36.0,6.0,10.62,3.95,24.32,2.44,-0.35,2.16,-8.18,2.96,-2.75,4.0,2.4,10.0,2.0,4.52,1.99,13.16,0.72
3011,10317029,Reef_Check,28.4208,34.4574,Red Sea,Western Indo-Pacific,111.93,Sheltered,0.0616,47.94,4,9,2016,10.0,Nutrient Indicator Algae,18.12,Population,0.0,298.81,299.57,297.15,291.73,302.88,2.16,5.0,-0.3,0.94,0.0,-3.5,4.47,24.0,6.67,36.0,6.0,10.62,3.95,24.32,2.44,-0.35,2.16,-8.18,2.96,-2.75,4.0,2.4,10.0,2.0,4.52,1.99,13.16,0.72
3015,10317047,Reef_Check,28.437,34.4593,Red Sea,Western Indo-Pacific,79.08,Sheltered,0.0368,47.94,2,9,2016,5.0,Hard Coral,13.12,Population,0.0,298.81,299.57,297.15,291.73,302.88,2.16,5.0,-0.3,0.94,0.0,-3.5,4.47,24.0,6.67,36.0,6.0,10.62,3.95,24.32,2.44,-0.35,2.16,-8.18,2.96,-2.75,4.0,2.4,10.0,2.0,4.52,1.99,13.16,0.72
3015,10317047,Reef_Check,28.437,34.4593,Red Sea,Western Indo-Pacific,79.08,Sheltered,0.0368,47.94,2,9,2016,5.0,Nutrient Indicator Algae,35.0,Population,0.0,298.81,299.57,297.15,291.73,302.88,2.16,5.0,-0.3,0.94,0.0,-3.5,4.47,24.0,6.67,36.0,6.0,10.62,3.95,24.32,2.44,-0.35,2.16,-8.18,2.96,-2.75,4.0,2.4,10.0,2.0,4.52,1.99,13.16,0.72
3021,10321713,Reef_Check,28.4985,34.5198,Red Sea,Western Indo-Pacific,19.38,Sheltered,0.0395,47.93,9,9,2016,10.0,Hard Coral,21.88,Population,0.0,298.51,299.69,297.05,291.69,302.25,2.14,6.0,-0.01,0.91,0.0,-3.49,4.0,26.0,6.87,37.0,6.0,8.59,3.84,24.45,2.18,-0.13,2.14,-8.13,2.42,-2.76,7.0,2.37,8.0,1.0,2.19,1.8,11.79,0.61
3021,10321713,Reef_Check,28.4985,34.5198,Red Sea,Western Indo-Pacific,19.38,Sheltered,0.0395,47.93,9,9,2016,10.0,Nutrient Indicator Algae,22.5,Population,0.0,298.51,299.69,297.05,291.69,302.25,2.14,6.0,-0.01,0.91,0.0,-3.49,4.0,26.0,6.87,37.0,6.0,8.59,3.84,24.45,2.18,-0.13,2.14,-8.13,2.42,-2.76,7.0,2.37,8.0,1.0,2.19,1.8,11.79,0.61
3024,10317104,Reef_Check,28.5422,34.5163,Red Sea,Western Indo-Pacific,115.99,Sheltered,0.0353,47.94,20,9,2016,10.0,Hard Coral,30.0,Population,0.0,262.15,299.54,296.98,291.65,302.15,2.14,6.0,-0.02,0.9,0.0,-3.46,3.59,22.0,6.58,35.25,5.75,8.08,3.71,24.06,2.12,-0.22,2.14,-8.1,2.38,-2.77,5.25,2.28,8.0,1.25,2.21,1.71,11.43,0.58
3024,10317104,Reef_Check,28.5422,34.5163,Red Sea,Western Indo-Pacific,115.99,Sheltered,0.0353,47.94,20,9,2016,10.0,Nutrient Indicator Algae,15.62,Population,0.0,262.15,299.54,296.98,291.65,302.15,2.14,6.0,-0.02,0.9,0.0,-3.46,3.59,22.0,6.58,35.25,5.75,8.08,3.71,24.06,2.12,-0.22,2.14,-8.1,2.38,-2.77,5.25,2.28,8.0,1.25,2.21,1.71,11.43,0.58
3031,10317163,Reef_Check,28.5575,34.5239,Red Sea,Western Indo-Pacific,31.89,Sheltered,0.0353,47.94,16,9,2016,10.0,Hard Coral,21.88,Population,0.0,262.15,299.54,296.98,291.65,302.15,2.14,6.0,-0.02,0.9,0.0,-3.46,3.59,22.0,6.58,35.25,5.75,8.08,3.71,24.06,2.12,-0.22,2.14,-8.1,2.38,-2.77,5.25,2.28,8.0,1.25,2.21,1.71,11.43,0.58
3031,10317163,Reef_Check,28.5575,34.5239,Red Sea,Western Indo-Pacific,31.89,Sheltered,0.0353,47.94,16,9,2016,10.0,Nutrient Indicator Algae,23.12,Population,0.0,262.15,299.54,296.98,291.65,302.15,2.14,6.0,-0.02,0.9,0.0,-3.46,3.59,22.0,6.58,35.25,5.75,8.08,3.71,24.06,2.12,-0.22,2.14,-8.1,2.38,-2.77,5.25,2.28,8.0,1.25,2.21,1.71,11.43,0.58
3418,10318145,Reef_Check,-21.1711,55.2856,Indian,Western Indo-Pacific,72.88,Sheltered,0.026,46.19,5,3,2016,8.0,Hard Coral,36.25,Population,0.0,262.15,301.76,298.78,294.75,303.47,1.83,6.0,0.62,0.65,0.0,-2.32,2.7,12.5,4.02,17.5,3.0,4.71,2.0,11.99,1.0,0.58,1.83,-6.42,2.29,-2.38,0.0,1.04,5.0,0.0,0.0,0.72,7.14,0.16
3418,10318145,Reef_Check,-21.1711,55.2856,Indian,Western Indo-Pacific,72.88,Sheltered,0.026,46.19,5,3,2016,8.0,Nutrient Indicator Algae,3.12,Population,0.0,262.15,301.76,298.78,294.75,303.47,1.83,6.0,0.62,0.65,0.0,-2.32,2.7,12.5,4.02,17.5,3.0,4.71,2.0,11.99,1.0,0.58,1.83,-6.42,2.29,-2.38,0.0,1.04,5.0,0.0,0.0,0.72,7.14,0.16
3444,10317828,Reef_Check,-12.8697,45.2697,Indian,Western Indo-Pacific,5196.67,Sheltered,0.0613,41.17,14,6,2016,3.0,Hard Coral,46.88,Population,0.0,298.69,299.67,300.7,296.86,304.79,1.56,7.0,-0.64,0.71,0.0,-3.07,3.25,9.0,3.81,16.0,4.0,1.3,2.15,12.66,1.32,-2.75,1.56,-5.55,2.36,-1.71,3.0,2.07,9.0,1.0,1.07,1.22,9.28,0.48
3444,10317828,Reef_Check,-12.8697,45.2697,Indian,Western Indo-Pacific,5196.67,Sheltered,0.0613,41.17,14,6,2016,3.0,Nutrient Indicator Algae,0.0,Population,0.0,298.69,299.67,300.7,296.86,304.79,1.56,7.0,-0.64,0.71,0.0,-3.07,3.25,9.0,3.81,16.0,4.0,1.3,2.15,12.66,1.32,-2.75,1.56,-5.55,2.36,-1.71,3.0,2.07,9.0,1.0,1.07,1.22,9.28,0.48
3450,10318590,Reef_Check,15.8726,-61.31,Atlantic,Tropical Atlantic,658.06,Sheltered,0.0304,53.53,26,1,2016,7.5,Hard Coral,2.5,Population,0.0,262.15,299.72,300.4,297.24,304.0,1.13,9.0,0.46,0.74,0.0,-3.19,2.92,3.2,5.81,30.6,4.0,0.2,2.68,17.31,1.37,-2.12,1.13,-4.6,2.15,-1.44,2.0,1.31,7.0,0.0,0.0,0.87,7.06,0.26
3450,10318590,Reef_Check,15.8726,-61.31,Atlantic,Tropical Atlantic,658.06,Sheltered,0.0304,53.53,26,1,2016,7.5,Nutrient Indicator Algae,40.0,Population,0.0,262.15,299.72,300.4,297.24,304.0,1.13,9.0,0.46,0.74,0.0,-3.19,2.92,3.2,5.81,30.6,4.0,0.2,2.68,17.31,1.37,-2.12,1.13,-4.6,2.15,-1.44,2.0,1.31,7.0,0.0,0.0,0.87,7.06,0.26
3451,10318697,Reef_Check,15.8764,-61.6017,Atlantic,Tropical Atlantic,89.34,Sheltered,0.0332,48.08,27,1,2016,9.0,Hard Coral,13.75,Population,0.0,299.42,300.27,300.42,297.0,304.95,1.17,5.0,1.1,0.77,0.0,-3.1,3.72,5.0,5.12,23.0,4.0,0.0,2.59,17.18,1.42,-1.67,1.17,-4.94,3.0,-1.51,2.0,1.17,5.0,0.0,0.0,0.97,7.28,0.26
3451,10318697,Reef_Check,15.8764,-61.6017,Atlantic,Tropical Atlantic,89.34,Sheltered,0.0332,48.08,27,1,2016,9.0,Nutrient Indicator Algae,3.12,Population,0.0,299.42,300.27,300.42,297.0,304.95,1.17,5.0,1.1,0.77,0.0,-3.1,3.72,5.0,5.12,23.0,4.0,0.0,2.59,17.18,1.42,-1.67,1.17,-4.94,3.0,-1.51,2.0,1.17,5.0,0.0,0.0,0.97,7.28,0.26
3455,10318764,Reef_Check,16.1751,-61.1056,Atlantic,Tropical Atlantic,104.74,Exposed,0.0411,48.34,24,1,2016,2.0,Hard Coral,23.75,Population,0.0,299.17,299.55,300.3,295.72,304.16,1.14,8.0,0.37,0.75,0.0,-3.36,3.08,4.0,5.32,25.0,4.0,0.0,2.68,16.78,1.31,-2.16,1.14,-6.0,2.44,-1.41,2.0,1.44,7.0,0.0,0.0,0.97,8.0,0.26
3455,10318764,Reef_Check,16.1751,-61.1056,Atlantic,Tropical Atlantic,104.74,Exposed,0.0411,48.34,24,1,2016,2.0,Nutrient Indicator Algae,9.38,Population,0.0,299.17,299.55,300.3,295.72,304.16,1.14,8.0,0.37,0.75,0.0,-3.36,3.08,4.0,5.32,25.0,4.0,0.0,2.68,16.78,1.31,-2.16,1.14,-6.0,2.44,-1.41,2.0,1.44,7.0,0.0,0.0,0.97,8.0,0.26
3456,10318639,Reef_Check,16.1999,-61.4898,Atlantic,Tropical Atlantic,567.59,Sheltered,0.0426,58.21,31,1,2016,0.5,Hard Coral,16.88,Population,0.0,299.41,299.68,300.43,296.26,304.17,1.19,5.0,0.51,0.8,0.0,-3.8,2.88,4.0,5.95,31.0,4.0,0.0,3.1,20.77,1.51,-2.23,1.19,-5.65,2.25,-1.46,3.0,1.64,9.0,1.0,0.0,1.21,8.51,0.35
3456,10318639,Reef_Check,16.1999,-61.4898,Atlantic,Tropical Atlantic,567.59,Sheltered,0.0426,58.21,31,1,2016,0.5,Nutrient Indicator Algae,4.38,Population,0.0,299.41,299.68,300.43,296.26,304.17,1.19,5.0,0.51,0.8,0.0,-3.8,2.88,4.0,5.95,31.0,4.0,0.0,3.1,20.77,1.51,-2.23,1.19,-5.65,2.25,-1.46,3.0,1.64,9.0,1.0,0.0,1.21,8.51,0.35
3462,10318832,Reef_Check,18.1029,-63.0161,Atlantic,Tropical Atlantic,74.57,Sheltered,0.0432,77.14,5,2,2016,3.0,Hard Coral,8.75,Population,0.0,299.07,299.05,300.17,296.48,304.14,1.24,6.0,0.38,0.79,0.0,-3.5,2.49,6.0,5.42,26.0,4.0,2.12,2.89,20.52,1.51,-2.59,1.24,-5.15,2.5,-1.46,2.0,2.26,12.0,1.0,0.0,1.37,16.86,0.36
3462,10318832,Reef_Check,18.1029,-63.0161,Atlantic,Tropical Atlantic,74.57,Sheltered,0.0432,77.14,5,2,2016,3.0,Nutrient Indicator Algae,43.12,Population,0.0,299.07,299.05,300.17,296.48,304.14,1.24,6.0,0.38,0.79,0.0,-3.5,2.49,6.0,5.42,26.0,4.0,2.12,2.89,20.52,1.51,-2.59,1.24,-5.15,2.5,-1.46,2.0,2.26,12.0,1.0,0.0,1.37,16.86,0.36
3463,10318846,Reef_Check,18.1184,-63.0566,Atlantic,Tropical Atlantic,423.97,Sheltered,0.0601,77.14,5,2,2016,10.0,Hard Coral,17.5,Population,0.0,262.15,299.32,300.2,296.8,304.23,1.24,6.0,0.64,0.77,0.0,-3.22,2.82,5.0,5.13,24.83,3.83,1.1,2.63,17.96,1.4,-2.37,1.24,-4.88,2.53,-1.48,1.33,1.57,7.5,0.5,0.0,1.02,10.35,0.28
3463,10318846,Reef_Check,18.1184,-63.0566,Atlantic,Tropical Atlantic,423.97,Sheltered,0.0601,77.14,5,2,2016,10.0,Nutrient Indicator Algae,0.0,Population,0.0,262.15,299.32,300.2,296.8,304.23,1.24,6.0,0.64,0.77,0.0,-3.22,2.82,5.0,5.13,24.83,3.83,1.1,2.63,17.96,1.4,-2.37,1.24,-4.88,2.53,-1.48,1.33,1.57,7.5,0.5,0.0,1.02,10.35,0.28
3468,10314149,Reef_Check,-17.498,-149.7562,Pacific,Eastern Indo-Pacific,42.27,Sheltered,0.0274,51.3,13,3,2016,1.0,Hard Coral,20.62,Population,0.0,262.15,303.04,300.74,297.33,304.63,1.1,4.0,1.05,0.61,0.0,-2.51,2.79,2.0,2.59,12.8,2.0,0.21,1.49,10.94,0.73,1.05,1.1,-4.67,2.63,-1.24,0.0,1.01,4.2,0.0,0.0,0.73,5.25,0.23
3468,10314149,Reef_Check,-17.498,-149.7562,Pacific,Eastern Indo-Pacific,42.27,Sheltered,0.0274,51.3,13,3,2016,1.0,Nutrient Indicator Algae,16.25,Population,0.0,262.15,303.04,300.74,297.33,304.63,1.1,4.0,1.05,0.61,0.0,-2.51,2.79,2.0,2.59,12.8,2.0,0.21,1.49,10.94,0.73,1.05,1.1,-4.67,2.63,-1.24,0.0,1.01,4.2,0.0,0.0,0.73,5.25,0.23
3469,10314172,Reef_Check,-17.4849,-149.8399,Pacific,Eastern Indo-Pacific,991.24,Sheltered,0.0293,51.3,1,4,2016,2.1,Hard Coral,9.38,Population,0.0,301.08,304.05,300.77,297.54,304.85,1.11,3.0,2.16,0.64,0.0,-2.91,3.1,4.0,2.77,12.0,2.0,1.08,1.83,13.9,0.92,1.97,1.11,-4.53,2.76,-1.3,1.0,1.52,6.0,0.0,1.06,1.12,9.78,0.3
3469,10314172,Reef_Check,-17.4849,-149.8399,Pacific,Eastern Indo-Pacific,991.24,Sheltered,0.0293,51.3,1,4,2016,2.1,Nutrient Indicator Algae,18.75,Population,0.0,301.08,304.05,300.77,297.54,304.85,1.11,3.0,2.16,0.64,0.0,-2.91,3.1,4.0,2.77,12.0,2.0,1.08,1.83,13.9,0.92,1.97,1.11,-4.53,2.76,-1.3,1.0,1.52,6.0,0.0,1.06,1.12,9.78,0.3
3469,10314173,Reef_Check,-17.4849,-149.8399,Pacific,Eastern Indo-Pacific,991.24,Sheltered,0.0293,51.3,14,12,2016,2.0,Hard Coral,11.25,Population,0.0,301.93,301.57,300.77,297.54,304.85,1.11,4.0,0.41,0.64,0.0,-2.91,3.1,7.0,2.77,12.0,2.0,5.82,1.83,13.9,0.92,-0.51,1.11,-4.53,2.76,-1.3,2.0,1.52,6.0,0.0,0.0,1.12,9.78,0.3
3469,10314173,Reef_Check,-17.4849,-149.8399,Pacific,Eastern Indo-Pacific,991.24,Sheltered,0.0293,51.3,14,12,2016,2.0,Nutrient Indicator Algae,35.62,Population,0.0,301.93,301.57,300.77,297.54,304.85,1.11,4.0,0.41,0.64,0.0,-2.91,3.1,7.0,2.77,12.0,2.0,5.82,1.83,13.9,0.92,-0.51,1.11,-4.53,2.76,-1.3,2.0,1.52,6.0,0.0,0.0,1.12,9.78,0.3
3526,10314134,Reef_Check,-17.6564,-149.6026,Pacific,Eastern Indo-Pacific,292.15,Sometimes,0.0282,49.88,12,10,2016,2.0,Hard Coral,26.25,Population,0.0,300.74,300.57,300.74,297.05,304.57,1.12,3.0,0.63,0.62,0.0,-2.72,2.58,7.0,2.91,13.0,2.0,2.37,1.85,15.83,0.77,-1.48,1.12,-5.0,2.51,-1.3,5.0,1.36,5.0,0.0,0.0,0.99,7.81,0.21
3526,10314134,Reef_Check,-17.6564,-149.6026,Pacific,Eastern Indo-Pacific,292.15,Sometimes,0.0282,49.88,12,10,2016,2.0,Nutrient Indicator Algae,11.88,Population,0.0,300.74,300.57,300.74,297.05,304.57,1.12,3.0,0.63,0.62,0.0,-2.72,2.58,7.0,2.91,13.0,2.0,2.37,1.85,15.83,0.77,-1.48,1.12,-5.0,2.51,-1.3,5.0,1.36,5.0,0.0,0.0,0.99,7.81,0.21
3530,10314138,Reef_Check,-17.6448,-149.6127,Pacific,Eastern Indo-Pacific,600.23,Sometimes,0.0282,49.88,12,10,2016,3.0,Hard Coral,21.88,Population,0.0,300.74,300.58,300.73,297.05,304.5,1.12,3.0,0.69,0.62,0.0,-2.67,2.64,7.0,2.7,11.0,2.0,2.59,1.69,9.63,0.86,-1.43,1.12,-4.96,2.49,-1.27,4.0,1.25,4.0,0.0,0.0,0.88,6.61,0.22
3530,10314138,Reef_Check,-17.6448,-149.6127,Pacific,Eastern Indo-Pacific,600.23,Sometimes,0.0282,49.88,12,10,2016,3.0,Nutrient Indicator Algae,3.75,Population,0.0,300.74,300.58,300.73,297.05,304.5,1.12,3.0,0.69,0.62,0.0,-2.67,2.64,7.0,2.7,11.0,2.0,2.59,1.69,9.63,0.86,-1.43,1.12,-4.96,2.49,-1.27,4.0,1.25,4.0,0.0,0.0,0.88,6.61,0.22
3533,10314177,Reef_Check,-17.5931,-149.8565,Pacific,Eastern Indo-Pacific,1012.64,Sheltered,0.0257,51.04,13,2,2016,1.3,Hard Coral,22.5,Population,0.0,301.9,302.23,300.73,297.69,305.44,1.13,6.0,0.24,0.65,0.0,-3.32,3.71,4.0,2.96,14.0,3.0,0.0,1.63,11.4,0.91,0.19,1.13,-4.34,3.39,-1.3,0.0,1.03,6.0,0.0,0.0,0.69,4.84,0.19
3533,10314177,Reef_Check,-17.5931,-149.8565,Pacific,Eastern Indo-Pacific,1012.64,Sheltered,0.0257,51.04,13,2,2016,1.3,Nutrient Indicator Algae,1.88,Population,0.0,301.9,302.23,300.73,297.69,305.44,1.13,6.0,0.24,0.65,0.0,-3.32,3.71,4.0,2.96,14.0,3.0,0.0,1.63,11.4,0.91,0.19,1.13,-4.34,3.39,-1.3,0.0,1.03,6.0,0.0,0.0,0.69,4.84,0.19
3535,10314176,Reef_Check,-17.5863,-149.8531,Pacific,Eastern Indo-Pacific,204.9,Sheltered,0.0257,51.04,30,1,2016,3.0,Hard Coral,35.62,Population,0.0,302.01,301.77,300.73,297.69,305.44,1.13,6.0,-0.08,0.65,0.0,-3.32,3.71,4.0,2.96,14.0,3.0,1.14,1.63,11.4,0.91,-0.26,1.13,-4.34,3.39,-1.3,0.0,1.03,6.0,0.0,0.0,0.69,4.84,0.19
3535,10314176,Reef_Check,-17.5863,-149.8531,Pacific,Eastern Indo-Pacific,204.9,Sheltered,0.0257,51.04,30,1,2016,3.0,Nutrient Indicator Algae,0.0,Population,0.0,302.01,301.77,300.73,297.69,305.44,1.13,6.0,-0.08,0.65,0.0,-3.32,3.71,4.0,2.96,14.0,3.0,1.14,1.63,11.4,0.91,-0.26,1.13,-4.34,3.39,-1.3,0.0,1.03,6.0,0.0,0.0,0.69,4.84,0.19
3538,10314184,Reef_Check,-17.5506,-149.8839,Pacific,Eastern Indo-Pacific,114.67,Sheltered,0.0244,51.2,5,3,2016,0.5,Hard Coral,44.38,Population,0.0,301.77,301.73,300.77,297.14,305.36,1.15,4.0,-0.29,0.66,0.0,-4.01,3.5,1.0,3.09,16.0,3.0,1.03,1.84,11.03,1.02,-0.29,1.15,-4.88,3.32,-1.25,0.0,1.38,6.0,1.0,0.0,1.0,7.03,0.35
3538,10314184,Reef_Check,-17.5506,-149.8839,Pacific,Eastern Indo-Pacific,114.67,Sheltered,0.0244,51.2,5,3,2016,0.5,Nutrient Indicator Algae,1.88,Population,0.0,301.77,301.73,300.77,297.14,305.36,1.15,4.0,-0.29,0.66,0.0,-4.01,3.5,1.0,3.09,16.0,3.0,1.03,1.84,11.03,1.02,-0.29,1.15,-4.88,3.32,-1.25,0.0,1.38,6.0,1.0,0.0,1.0,7.03,0.35
3539,10314189,Reef_Check,-17.5422,-149.902,Pacific,Eastern Indo-Pacific,317.9,Sheltered,0.0244,51.2,9,4,2016,2.0,Hard Coral,23.75,Population,0.0,300.99,302.51,300.76,297.14,305.36,1.14,4.0,0.63,0.65,0.0,-4.12,3.52,1.0,2.3,10.0,2.0,1.64,1.58,10.55,0.88,0.47,1.14,-4.9,3.31,-1.27,1.0,1.22,5.0,1.0,1.6,0.92,5.65,0.33
3539,10314189,Reef_Check,-17.5422,-149.902,Pacific,Eastern Indo-Pacific,317.9,Sheltered,0.0244,51.2,9,4,2016,2.0,Nutrient Indicator Algae,13.12,Population,0.0,300.99,302.51,300.76,297.14,305.36,1.14,4.0,0.63,0.65,0.0,-4.12,3.52,1.0,2.3,10.0,2.0,1.64,1.58,10.55,0.88,0.47,1.14,-4.9,3.31,-1.27,1.0,1.22,5.0,1.0,1.6,0.92,5.65,0.33
3543,10314191,Reef_Check,-17.4903,-149.9076,Pacific,Eastern Indo-Pacific,60.97,Sheltered,0.027,51.3,9,4,2016,1.4,Hard Coral,17.5,Population,0.0,301.0,302.79,300.76,297.51,305.85,1.11,5.0,0.93,0.65,0.0,-3.41,4.03,7.0,2.83,14.0,3.0,3.74,1.77,11.25,0.95,0.81,1.11,-4.46,3.86,-1.21,3.0,1.26,5.0,0.0,3.66,0.94,7.44,0.28
3543,10314191,Reef_Check,-17.4903,-149.9076,Pacific,Eastern Indo-Pacific,60.97,Sheltered,0.027,51.3,9,4,2016,1.4,Nutrient Indicator Algae,18.12,Population,0.0,301.0,302.79,300.76,297.51,305.85,1.11,5.0,0.93,0.65,0.0,-3.41,4.03,7.0,2.83,14.0,3.0,3.74,1.77,11.25,0.95,0.81,1.11,-4.46,3.86,-1.21,3.0,1.26,5.0,0.0,3.66,0.94,7.44,0.28
3547,10314162,Reef_Check,-17.4833,-149.8126,Pacific,Eastern Indo-Pacific,30.58,Sheltered,0.0351,51.3,14,12,2016,2.0,Hard Coral,9.38,Population,0.0,301.78,301.1,300.76,297.61,305.0,1.11,4.0,-0.03,0.63,0.0,-2.89,3.16,7.0,2.33,10.0,2.0,4.29,1.63,12.08,0.88,-0.91,1.11,-4.4,2.99,-1.24,2.0,1.13,4.0,0.0,0.0,1.0,7.32,0.33
3547,10314162,Reef_Check,-17.4833,-149.8126,Pacific,Eastern Indo-Pacific,30.58,Sheltered,0.0351,51.3,14,12,2016,2.0,Nutrient Indicator Algae,14.38,Population,0.0,301.78,301.1,300.76,297.61,305.0,1.11,4.0,-0.03,0.63,0.0,-2.89,3.16,7.0,2.33,10.0,2.0,4.29,1.63,12.08,0.88,-0.91,1.11,-4.4,2.99,-1.24,2.0,1.13,4.0,0.0,0.0,1.0,7.32,0.33
3550,10314169,Reef_Check,-17.4782,-149.8392,Pacific,Eastern Indo-Pacific,765.95,Sheltered,0.0293,51.3,15,12,2016,2.0,Hard Coral,11.88,Population,0.0,301.93,301.57,300.77,297.54,304.85,1.11,4.0,0.41,0.64,0.0,-2.91,3.1,7.0,2.77,12.0,2.0,5.82,1.83,13.9,0.92,-0.51,1.11,-4.53,2.76,-1.3,2.0,1.52,6.0,0.0,0.0,1.12,9.78,0.3
